 Timestamp_formatted, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other.1, Other.2, Other.3, Other.4, Other.5, Other.6, Analog Channel 0, Analog Channel 1, Analog Channel 2, Other.7
 2023-06-24 15:04:56.276,-74479.67821,36391.67981,8852.430743,33073.47394,26007.52872,-51091.50572,20136.2619,-65071.82897,-0.026,0.094,-0.988,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:04:56.276,-74629.88193,37769.84367,10244.0727,34373.02671,27392.3087,-52415.37719,21518.13615,-65940.41776,-0.026,0.094,-0.988,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:04:56.276,-74391.67939,38521.89046,10976.74054,35179.43295,28124.10481,-52678.12195,22259.69997,-66097.77404,-0.026,0.098,-0.988,192,255,48,3,16,225,32,0,0,0,0
 2023-06-24 15:04:56.276,-74082.57712,37488.07758,9911.188175,34267.77235,27059.46887,-51499.71563,21209.14563,-65318.72634,-0.026,0.098,-0.988,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:04:56.276,-74139.14938,36095.63096,8529.62685,32880.89131,25677.50522,-50491.56254,19817.8613,-64679.98054,-0.026,0.098,-0.988,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:04:56.277,-74442.06023,36427.10733,8896.128404,33100.22898,26042.73272,-51083.92848,20170.88475,-65087.81047,-0.026,0.098,-0.988,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:04:56.753,-74583.09973,37871.52176,10353.39509,34472.22376,27497.13838,-52396.40056,21619.56836,-65947.21269,-0.026,0.098,-0.988,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:04:56.753,-74353.3238,38564.5823,11018.44889,35239.84972,28175.8938,-52677.60786,22294.32282,-66119.11996,-0.026,0.098,-0.988,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:04:56.753,-74046.97079,37528.33307,9951.756591,34333.1512,27115.66116,-51509.61745,21235.56539,-65346.68837,-0.026,0.098,-0.988,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:04:56.753,-74109.35451,36070.6417,8500.346065,32887.50743,25665.94936,-50499.02803,19794.57078,-64708.70253,-0.026,0.098,-0.988,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:04:56.753,-74415.68517,36357.45929,8814.388074,33054.20674,25975.72219,-51084.2861,20105.30473,-65116.24189,-0.026,0.098,-0.988,192,0,0,0,0,0,0,0,0,0,0
